image_id,top1,top5,top10,top50,top100,AUC
camera0_11_image000410,0.0,0.0,0.0,0.017429784951364675,0.051833673634384014,0.021011941047181716
camera0_11_image000453,0.0,0.0,0.0,0.0008302881619090163,0.00045957836613183404,0.0004934588529212231
camera0_11_image000456,0.0,0.0,0.0,0.0008828950841096209,0.0004865835734418229,0.0005241905870805858
camera0_11_image000463,0.0,0.0,0.0,0.0007826913993679707,0.00048315848710059133,0.0004777785368593232
camera0_11_image000466,0.0,0.0,0.0,0.0004062510833050364,0.0004333073968972578,0.000294080643143008
camera0_11_image000474,0.0,0.0,0.0,0.00011206154563447342,0.00038258569867862365,0.00014754961636885604
camera0_11_image000477,0.0,0.0,0.0,0.00047408261920615816,0.0004264976517495437,0.0003231935268486403
camera0_11_image000490,0.0,0.0,0.0,0.0005366403999870383,0.00032909103357794966,0.0003270312508976277
camera0_12_image000001,0.0,0.0,0.0,0.006967864891317808,0.008130531760597946,0.005220375900244897
camera0_12_image000011,0.0,0.0,0.0,0.004888695958594208,0.0035252610253047514,0.0031123519572662127
camera0_12_image000031,0.0,0.0,0.0,0.0,0.00010736787769366406,2.7113100427692674e-05
camera0_12_image000041,0.0,0.0,0.0,0.0,1.5762242291921114e-05,3.980364215131555e-06
camera0_12_image000051,0.0,0.0,0.0,0.0,0.007895048341936583,0.001993699076246592
camera0_12_image000071,0.0,0.0,0.0,0.0013992434474427186,0.021274860022569658,0.006008459148476341
camera0_12_image000081,0.0024996852327926096,0.004028726553033334,0.007168441793529498,0.029380137120738403,0.029652981870481567,0.022705548459635287
camera0_12_image000091,0.0,0.0,9.531621663068547e-05,0.010996025794768792,0.012258421316415167,0.008115417258072294
camera0_12_image000101,0.0,0.0,0.009350228374460102,0.06674015236767801,0.039404406904488376,0.04241209260184879
camera0_12_image000111,0.0,0.05426057234781461,0.25762622086350545,0.1961996252047762,0.1092593660316835,0.1777902003030392
camera0_12_image000121,0.0,0.21136376793701378,0.4175766069357801,0.272655832439028,0.17523377896649245,0.2726966418756557
camera0_12_image000131,0.0,0.053115822461596934,0.24352314488108473,0.16482929850956557,0.14396802382107457,0.16903849484200748
camera0_12_image000141,0.0,0.0,0.0,0.030979163702223783,0.07283582007823998,0.03247432190460644
camera0_12_image000151,0.0,0.0,0.0,0.07895305743241629,0.07388443613899622,0.054545439272056406
camera0_12_image000161,0.0,0.0,0.028024494822549255,0.1262270631084053,0.09487838426868923,0.08770432909194689
camera0_12_image000171,0.0,0.0,0.012126521253848119,0.15598189618236397,0.1185983528881052,0.10360596847091402
camera0_12_image000181,0.0,0.0,0.020064817213902034,0.13441084974393241,0.11462969877579117,0.09460292015337818
camera0_12_image000191,0.0,0.013886538366035503,0.03160480423693225,0.06438928056797891,0.08023795585123268,0.05734408121028229
camera0_12_image000201,0.0,0.0,0.0013950335796724667,0.028397287851230243,0.059571169767370404,0.02826813588921438
camera0_12_image000211,0.0,0.0,0.007909559754963548,0.0641373993445956,0.0845471887099909,0.05230129073477983
camera0_12_image000221,0.0,0.024967072853650036,0.09809793310126608,0.0998529600429121,0.10656520574972883,0.09572796634640487
camera0_12_image000231,0.0,0.13458650878314815,0.19388761068727867,0.14225275906561843,0.1392751310550532,0.15001376731633279
camera0_12_image000241,0.0,0.003962960100289632,0.029369354209601673,0.11627328188288401,0.13673929121578324,0.09423660358880413
camera0_12_image000251,0.0,0.0,0.02307587363155868,0.09078760334786708,0.10370457871215003,0.0726996340926037
camera0_12_image000261,0.0,0.0,0.0009557108747277208,0.029169106624788756,0.06491305998778962,0.029868078712036145
camera0_12_image000271,0.0,0.0,0.0,0.002039000322041127,0.05412501667417237,0.014594751831779247
camera0_12_image000281,0.0,0.0,0.0,0.0022936847893948397,0.06734303800677201,0.01804840167365707
camera0_12_image000291,0.0,0.0,0.0,0.011997025049248334,0.08430595675564724,0.026742576223306357
camera0_12_image000301,0.0,0.0,0.0,0.00829608262959123,0.07505080704349956,0.022723170650697695
camera0_12_image000331,0.0009101881108433944,0.0007662980827102018,0.00036466138557921435,0.00010426846217511144,0.08706371120555623,0.022169277370769482
camera0_12_image000341,0.0,0.0006569500607759393,0.00036900537621737073,0.00039483581550856927,0.1080819539646225,0.027586619768200035
camera0_12_image000351,0.002088940229006821,0.0007515041989615011,0.0003716994645781853,0.0015300930776494094,0.11192628353869816,0.029120547113818163
camera0_12_image000361,0.0,0.0,0.0,0.00022483450329677961,0.0949945067963006,0.024090709318745924
camera0_12_image000371,0.0,0.0,0.0,0.0,0.08767362164769489,0.022139803446387375
camera0_12_image000381,0.0,0.0,0.0,4.827228133534483e-06,0.08924751153043226,0.022539444581078715
camera0_12_image000391,0.0,0.0,0.0,0.00085883372223032,0.10058798331755449,0.025791384852921224
camera0_12_image000401,0.0,0.0,0.0,0.0008173519397625803,0.10527025827196838,0.026954922162510088
camera0_12_image000411,0.0,0.03057854894924005,0.024847694254031577,0.01819592957156594,0.10889362272373623,0.042806403937385065
camera0_12_image000421,0.0020877286104565946,0.0008808114674138499,0.0004759869279363742,0.0018055184914356258,0.0990105025327686,0.026013734445824603
camera0_12_image000431,0.0,0.0,0.0,0.008626126444805433,0.10450394011961574,0.03031085043441018
camera0_12_image000441,0.0,0.0,0.0,0.005279996910981602,0.11214044991740373,0.030718294029588228
camera0_12_image000451,0.0,0.0010991122732465185,0.0007055879168006817,0.003675464265095724,0.11670587288046627,0.03135216613432887
camera0_12_image000461,0.0,0.0007013665663044554,0.0009490360272040499,0.02578648228099989,0.1304677127562914,0.04491509072437067
camera0_12_image000471,0.0,0.0,0.0003729872377674416,0.017174291042993502,0.11605585160766234,0.03719829898965653
camera0_12_image000481,0.0,0.017494482988355445,0.021030515115613106,0.043620402962235114,0.1182673974434132,0.0552678265953005
camera0_12_image000491,0.054184517305509466,0.24626972957966048,0.24219248181335484,0.13404757703021195,0.14327998884065427,0.16444499339288593
camera0_12_image000500,0.002174528808598402,0.06573773451781864,0.16517722518290212,0.15423365793633972,0.14656754770510022,0.14769050231641742
camera0_13_image000012,0.018046835310957677,0.003636681681958507,0.0018649583196413617,0.0004620048226848543,0.0016926947293274494,0.0015911907640066905
camera0_13_image000034,0.0,0.0,0.0,0.030218703862867465,0.026013740928394414,0.020304900980190665
camera0_13_image000046,0.0,0.0,0.0,0.030051557281651976,0.022838404322045727,0.019427072583085483
camera0_13_image000048,0.0,0.0,0.0,0.01442307784898829,0.016022659091932998,0.010602070510129166
camera0_13_image000057,0.0,0.0,0.0,0.0037527044179500543,0.016497311472661622,0.005871762481053406
camera0_13_image000083,0.0,0.0,0.0,7.379730889059707e-05,0.018217053876619305,0.004633810361773282
camera0_13_image000093,0.0,0.0,0.0,5.4319890103403465e-05,0.012275968617798304,0.0031246829343394714
camera0_13_image000103,0.17754768879282357,0.04885622973768365,0.025382703464805603,0.007177607740259907,0.04096494218372907,0.02518358729563886
camera0_13_image000108,0.0,0.0,0.0,0.0,0.00921697061134497,0.0023275178311476965
camera0_13_image000118,0.4775109951969383,0.523481823207855,0.34944489710749577,0.22577110444087184,0.25116591999664545,0.2789095765606361
camera0_13_image000127,0.30880655756245884,0.06867493210888435,0.035858988684471856,0.03182445107109673,0.0714860970580737,0.05002757858249151
camera0_13_image000133,0.0,0.0,0.0,9.772506070270739e-05,0.05546434428884503,0.014050568029825591
camera0_13_image000155,0.0,0.0,0.0,0.0013591121626966261,0.024263640690576325,0.006744960248340905
camera0_13_image000165,0.0,0.0,0.0,0.0,0.019802357158315805,0.005000595241998891
camera0_13_image000169,0.0,0.0,0.0,0.0,0.012526167830961922,0.0031631736946873225
camera0_13_image000175,0.1775126408485975,0.041116701073222885,0.02102938462660106,0.013807893332256795,0.0575296977149448,0.03103847710555926
camera0_13_image000177,0.33266887082663527,0.07294535912701078,0.03683078611496141,0.019732997162696178,0.04036289361807981,0.03756910866752259
camera0_13_image000182,0.3563397268048551,0.07884320850079483,0.0431000263943291,0.021830657697431973,0.04793043726055166,0.04260469710741293
camera0_13_image000185,0.0,0.0,0.0,6.832401003603792e-05,0.037157734567715796,0.00941432267317684
camera0_13_image000199,0.0,0.0,0.0,0.001428946911468545,0.024616550010337187,0.006865821831055629
camera0_13_image000228,0.0,0.0,0.0,0.03165588885568627,0.06987007861364539,0.032032999634818024
camera0_13_image000239,0.0,0.0,0.0,0.0431751663142118,0.08050823177626358,0.03995543715703112
camera0_13_image000241,0.029343065693430658,0.0075858375010000615,0.00398306877171336,0.021805312197642757,0.06580330937295595,0.028371345764875825
camera0_13_image000251,0.0,0.0,0.0,0.004751682811941697,0.023448422120106525,0.008081174540808398
camera0_13_image000257,0.0,0.0,0.0,0.01568029463375397,0.03908968693557408,0.016998539716245088
camera0_13_image000271,0.0,0.0,0.0,5.5716888794808015e-05,0.007811115618368356,0.001997829802575488
camera0_13_image000274,0.0,0.0,0.0,5.51550257642338e-05,0.0005412090495966716,0.00016173941817481971
camera0_13_image000275,0.0,0.0,0.0,5.466132017666056e-05,0.029019507839652577,0.007353004599992494
camera0_13_image000278,0.0,0.0,0.0,5.5436330680150914e-05,0.028768049131817117,0.007289857203798257
camera0_13_image000280,0.0,0.0,0.0,5.8666187559468266e-05,0.03213865482767329,0.008142488375070709
camera0_13_image000283,0.0,0.0,0.0,6.040888523165567e-05,0.01821169338462294,0.004626371055060539
camera0_13_image000287,0.0,0.0,0.0,6.181696491926395e-05,0.03842238765609201,0.009730721765895529
camera0_13_image000294,0.3378218094133039,0.0712892768729423,0.037787573550686425,0.03466709101508737,0.061421483174839746,0.04992143378479968
camera0_13_image000297,0.0,0.0,0.0,0.004779198845612192,0.027992417885536355,0.009241155506979277
camera0_13_image000299,0.0,0.0,0.0,0.007486244013971244,0.03971352562558085,0.013431506275436505
camera0_13_image000308,0.0,0.0,0.0,0.006781009606155049,0.038043058980650385,0.012689110169628526
camera0_13_image000315,0.0,0.0,0.0,0.006858701497541605,0.019632446464492956,0.008075280090926142
camera0_13_image000319,0.0,0.0,0.0,0.0006975801066539835,0.03753915051362994,0.009796665329698665
camera0_13_image000320,0.0,0.0,0.0,5.3154827083506344e-05,0.02198078912041921,0.005574865608376086
camera0_13_image000336,0.014887199708670593,0.003762548635350011,0.001971527614499405,0.0007783794724101639,0.003229889283077516,0.0020892883630105664
camera0_13_image000367,0.0,0.0,0.0,0.023437555213710017,0.04881679596724268,0.022980907917151464
camera0_13_image000379,0.0,0.0,0.0,9.812629235121397e-05,0.013771760507346263,0.003522320159994522
camera0_13_image000387,0.0,0.0,0.0,6.444220215970567e-05,0.017948753806163315,0.004561805497487526
camera0_13_image000394,0.01261546292146974,0.0027603808159870373,0.0014806731132880285,0.0005898548471499231,0.0019747966267096733,0.0014836481651853406
camera0_13_image000421,0.030107751831619803,0.006409593127255647,0.003458553781239502,0.0012164757748267983,0.004447357914990278,0.0033616312177347308
camera0_13_image000430,0.0,0.0,0.0,0.012771496819385032,0.058951819974708886,0.020692049052929574
camera0_13_image000434,0.0,0.0,0.0,9.382629090388005e-05,0.022284335426515298,0.005670005744985367
camera0_13_image000447,0.027848300364565176,0.006096091927319039,0.003472786840543918,0.0012320243597276268,0.00635063202319574,0.0037926627786054254
camera0_13_image000457,0.3445851749758408,0.12940889804211758,0.16604580985585324,0.30302863960163684,0.25672062417989,0.2531499545400865
camera0_13_image000474,0.0,0.0,0.0,0.027525900028019724,0.044215540869012804,0.023677313363496807
camera0_14_image000001,0.0,0.0,0.0,0.0,4.830215681652473e-05,1.2197514347607132e-05
camera0_14_image000011,0.0,0.0,0.0,0.0,4.641926734469217e-05,1.1722037208255481e-05
camera0_14_image000021,0.0,0.0,0.0,0.0,3.358949924755141e-05,8.482196779684615e-06
camera0_14_image000031,0.0,0.0,0.0,0.0,5.0149352815274734e-05,1.2663977983655108e-05
camera0_14_image000041,0.0,0.0,0.0,0.0,4.671022312781418e-05,1.1795510890862047e-05
camera0_14_image000051,0.0,0.0,0.0,0.0,4.924250826386625e-05,1.2434976834309533e-05
camera0_14_image000061,0.0,0.0,0.0,0.0,4.8068434890536534e-05,1.2138493659226275e-05
camera0_14_image000071,0.0,0.0,0.0,0.0,5.0022166814387075e-05,1.2631860306663277e-05
camera0_14_image000081,0.0,0.0,0.0,0.0,4.704694117706493e-05,1.1880540701278903e-05
camera0_14_image000091,0.0,0.0,0.0,0.0,9.4200931897627e-06,2.3788114115562135e-06
camera0_14_image000101,0.0,0.0,0.0,0.0,9.20980301028889e-06,2.3257078308810094e-06
camera0_14_image000111,0.0,0.0,0.0,0.0,8.707157275783857e-06,2.198777089844386e-06
camera0_14_image000121,0.0,0.0,0.0,0.0,9.133577505209781e-06,2.3064589659620426e-06
camera0_14_image000131,0.0,0.0,0.0,0.0,8.995167705551475e-06,2.27150699635136e-06
camera0_14_image000141,0.0,0.0,0.0,0.0,3.2052476884691085e-06,8.094059819366355e-07
camera0_14_image000151,0.0,0.0,0.0,0.0,9.34923277648269e-06,2.3609173677986353e-06
camera0_14_image000161,0.0,0.0,0.0,0.0,4.592658285398156e-06,1.1597621932823509e-06
camera0_14_image000171,0.0,0.0,0.0,0.0,4.51268453484308e-06,1.139566801728039e-06
camera0_14_image000181,0.0,0.0,0.0,0.0,3.3348254384338435e-06,8.421276359681338e-07
camera0_14_image000191,0.0,0.0,0.0,0.0,9.552948813535412e-06,2.412360811498817e-06
camera0_14_image000201,0.0,0.0,0.0,0.0,4.762735091986188e-06,1.202710881814682e-06
camera0_14_image000211,0.0,0.0,0.0,0.0,5.6566652009096657e-05,1.4284508083105073e-05
camera0_14_image000221,0.0,0.0,0.0,0.0,7.3073639231409406e-06,1.8452939199850673e-06
camera0_14_image000231,0.0,0.0,0.0,0.0,1.0207159192640502e-05,2.5775654526869697e-06
camera0_14_image000241,0.0,0.0,0.0,0.0,1.075121464582231e-05,2.714953193389445e-06
camera0_14_image000251,0.0,0.0,0.0,0.0,1.1206060028601899e-05,2.8298131385358047e-06
camera0_14_image000261,0.0,0.0,0.0,0.0,1.0938951693456473e-05,2.7623615387516067e-06
camera0_14_image000271,0.0,0.0,0.0,0.0,6.906490584314851e-05,1.7440632788673693e-05
camera0_14_image000281,0.0,0.0,0.0,0.0,1.1984331706749518e-05,3.0263463905932823e-06
camera0_14_image000291,0.0,0.0,0.0,0.0,1.1489170950724737e-05,2.901305795637531e-06
camera0_14_image000301,0.0,0.0,0.0,0.0,1.2143979546120964e-05,3.0666615015456673e-06
camera0_14_image000321,0.0,0.0,0.0,0.0,1.3207724103571002e-05,3.3352838645380984e-06
camera0_14_image000331,0.0,0.0,0.0,0.0,1.2562818297259691e-05,3.1724288629443344e-06
camera0_14_image000341,0.0,0.0,0.0,0.0,9.652269458750484e-06,2.4374417825127238e-06
camera0_14_image000351,0.0,0.0,0.0,0.0,1.4346770140176107e-05,3.6229217525696875e-06
camera0_14_image000361,0.0,0.0,0.0,0.0,1.347846468858056e-05,3.403652699136471e-06
camera0_14_image000371,0.0,0.0,0.0,0.0,1.4425903589651292e-05,3.6429049468816027e-06
camera0_14_image000381,0.0,0.0,0.0,0.0,5.456055715361277e-06,1.3777918473134398e-06
camera0_14_image000391,0.0,0.0,0.0,0.0,7.83801970985009e-06,1.979297906527781e-06
camera0_14_image000401,0.0,0.0,0.0,0.0,1.2316575019881439e-05,3.1102462171417464e-06
camera0_14_image000411,0.0,0.0,0.0,0.0,1.2742218208751562e-05,3.2177318708968265e-06
camera0_14_image000421,0.0,0.0,0.0,0.0,1.7351440428662426e-05,4.381676875924811e-06
camera0_14_image000431,0.0,0.0,0.0,0.0,1.3572666018483479e-05,3.42744091375842e-06
camera0_14_image000441,0.0,0.0,0.0,0.0,1.791949950925667e-05,4.525126138701134e-06
camera0_14_image000451,0.0,0.0,0.0,0.0,1.837680494989099e-05,4.640607310578487e-06
camera0_14_image000461,0.0,0.0,0.0,0.0,1.907342177165298e-05,4.81652064940727e-06
camera0_14_image000471,0.0,0.0,0.0,0.0,1.909060962903689e-05,4.82086101743351e-06
camera0_14_image000481,0.0,0.0,0.0,0.0,1.9811543943474176e-05,5.002915137240904e-06
camera0_14_image000491,0.0,0.0,0.0,0.0,2.0836057630328967e-05,5.261630714729485e-06
camera0_14_image000500,0.0,0.0,0.0,0.0,2.15252224581561e-05,5.435662236908052e-06
camera0_15_image000012,0.0,0.11889120315905594,0.13364645724573757,0.17871973595880195,0.19121142000537036,0.16530029616691946
camera0_15_image000021,0.0,0.12109233646711505,0.13132711150004867,0.1754363048707992,0.187608252071814,0.16247086407913397
camera0_15_image000022,0.0,0.11960664508683336,0.12994593497620766,0.1745879158317686,0.18710525747263007,0.16157677867778386
camera0_15_image000024,0.0,0.11940555972368616,0.13009688412862597,0.17418006396770305,0.18623185350635965,0.16119600129147618
camera0_15_image000035,0.0,0.11911621902714609,0.12566109061295475,0.1650047199361385,0.18195661097318686,0.1549244969279736
camera0_15_image000041,0.0,0.11337728915346378,0.11854195593350643,0.15891396806573077,0.17888943328898993,0.14950258792805016
camera0_15_image000047,0.0,0.001244196167723345,0.0739931316475789,0.09998837868784247,0.1559828468689592,0.10171204603537443
camera0_15_image000049,0.0,0.10577481385068722,0.10463407837818026,0.15189616580301954,0.17312978437095,0.14135177268935994
camera0_15_image000050,0.0,0.0,0.06251557923067387,0.09629579930571387,0.1542435986721838,0.09692930776011904
camera0_15_image000086,0.0,0.013133326125041337,0.04833926144626042,0.09665565710836774,0.15237336831273568,0.09399567805856962
camera0_15_image000094,0.0,0.06542983994433864,0.0747705917416098,0.13806537365151844,0.16373601464228754,0.12407186640718323
camera0_15_image000129,0.0,0.0015654937943493374,0.038893674372058956,0.10012181323732583,0.12919130975361187,0.08704461348450274
camera0_15_image000130,0.0,0.0,0.0,0.07125750156028211,0.11334103442149883,0.06101124677525358
camera0_15_image000132,0.0,0.0,0.0,0.0727772119911981,0.11382011138353604,0.06182300327466923
camera0_15_image000136,0.0,0.0,0.02464106728207582,0.09930768010288112,0.12573359812509094,0.0824910057737732
camera0_15_image000141,0.0,0.0,0.015030299166798341,0.09252373247375097,0.1200756454954222,0.07579435181774985
camera0_15_image000144,0.0,0.0,0.012186343102521483,0.09237834523084594,0.11759135655258135,0.0744545673637299
camera0_15_image000145,0.0,0.0,0.016657103680093252,0.0939390266645173,0.11843236983658827,0.07639242705676776
camera0_15_image000153,0.0,0.0,0.029639342935632054,0.09583397819562851,0.1159564286148173,0.07957903990126623
camera0_15_image000165,0.0,0.0,0.03810020000431018,0.09541294189590532,0.1123518214638105,0.0804003274950293
camera0_15_image000181,0.0,0.0,0.01308739090002602,0.07171506090241027,0.09059257445526293,0.05844907471960164
camera0_15_image000191,0.0,0.0,0.013807705475759395,0.05149344255027366,0.0785441482721487,0.04637860600778356
camera0_15_image000193,0.0,0.0,0.013716895374674392,0.04960751136063313,0.07786087655734134,0.04532818253628437
camera0_15_image000229,0.0,0.0,0.0,0.02740223034344308,0.055259961231526177,0.026410094911546136
camera0_15_image000232,0.0,0.0,0.0,0.028913905775902506,0.05492540394532028,0.027012735944935275
camera0_15_image000257,0.0,0.0,0.0,0.033938273268358736,0.049540521909387424,0.027936720654654558
camera0_15_image000262,0.0,0.0,0.0,0.02949069267851678,0.045222262930126114,0.024824623674609934
camera0_15_image000266,0.0,0.0,0.0,0.03385497987235105,0.04646951614393304,0.027123353513677742
camera0_15_image000268,0.0,0.0,0.0,0.02924273409542942,0.042825871707304224,0.02410676592905965
camera0_15_image000280,0.0,0.0,0.0,0.03351529173370933,0.04428650398002668,0.026417684116338998
camera0_15_image000288,0.0,0.0,0.0,0.031384944604357166,0.04251340278649049,0.025001591685437474
camera0_15_image000301,0.0,0.0,0.0,0.01567242802302882,0.03440566920299807,0.015812131223345786
camera0_15_image000307,0.0,0.0,0.0,0.012883339566488697,0.031359736939967305,0.013775188929203638
camera0_15_image000309,0.0,0.0,0.0,0.013059680882169343,0.031510217804891695,0.013893344291110091
camera0_15_image000332,0.0,0.0,0.0,0.003969779766190958,0.022890047189793414,0.0075847602951860695
camera0_15_image000360,0.0,0.0,0.0007722909756762632,0.021542383829714358,0.022262485220190087,0.01558935302822827
camera0_15_image000362,0.0,0.0,3.8033086647883414e-05,0.019032802721692003,0.019145337030453718,0.013494598916030777
camera0_15_image000365,0.0,0.0,0.0,0.004325547767093599,0.0072683140029321846,0.003801590904974877
camera0_15_image000370,0.1060741770932644,0.023631197491053572,0.012313349835400342,0.008980822576544284,0.012624569182476612,0.01328576120908255
camera0_15_image000374,0.0,0.0,0.0,0.002374445311059979,0.004114175627598571,0.0021182265625016286
camera0_15_image000383,0.3141091658084449,0.08937172694980802,0.05927694816868199,0.07274630122687321,0.08458027162418422,0.07830517962121407
camera0_15_image000409,0.4355072463768116,0.16459785375934002,0.10214830582064503,0.1084953835319792,0.12300738766005007,0.11987392591995318
camera0_15_image000450,0.1319642857142857,0.06247618437672566,0.09215597342298046,0.12998658426745482,0.09658820238065854,0.1099260823706335
camera0_15_image000464,0.34179227508243054,0.19028849421460392,0.3444492100531963,0.22952764613179347,0.16635767330586512,0.2401785445343898
camera0_15_image000465,0.266728624535316,0.16319875976767695,0.19061832434109177,0.22962475852441852,0.17528408910451904,0.2047674780496096
camera0_15_image000476,0.10943064325400394,0.23297457478817613,0.31077901369449723,0.2739509696203147,0.16935979636109547,0.2507228608396191
camera0_15_image000479,0.0,0.0,0.0,0.0011434926982353984,0.0005852502181579773,0.0006675598674196131
camera0_15_image000483,0.0,0.0,0.0,0.0008307952016874696,0.0004926931750902792,0.0005020516510423497
camera0_15_image000484,0.34526255345532747,0.1375817009492662,0.10793864833225475,0.19890038180922084,0.11039599468944424,0.1560472666394846
camera0_15_image000492,0.0,0.0,0.0,8.663546574623977e-06,0.0004082797127172536,0.00010703891327059912
camera0_16_image000001,0.0,0.0,0.0,0.0,0.00016928647316842232,4.27491093859648e-05
camera0_16_image000011,0.0,0.0,0.0,0.0,6.036437469311851e-05,1.5243528962908561e-05
camera0_16_image000021,0.0001107088944217709,2.714912931893864e-05,1.5184146928132405e-05,8.124406505370969e-06,0.00019008227705833277,5.861502420062322e-05
camera0_16_image000031,0.00015717113245177655,2.8361548889180054e-05,1.4893959661572001e-05,7.958839692459738e-06,0.00019081992839318324,5.9653831548287306e-05
camera0_16_image000041,0.03680133234296033,0.008528949650879436,0.004450105390776025,0.0009736539596233309,0.0010937720148235176,0.0028613034137472087
camera0_16_image000051,0.0,0.0,0.0,5.355929367651001e-05,0.0001580133235795652,6.424748792860623e-05
camera0_16_image000061,0.0,0.0,0.0,0.0,5.42520836330645e-05,1.3700021119460594e-05
camera0_16_image000071,0.21145648712593237,0.04205547406084396,0.022883225023656598,0.01154417020474704,0.011047392123724516,0.019421289220855013
camera0_16_image000081,0.0,0.000485301537374017,0.0015496169258033198,0.005867023931135882,0.015522889496989432,0.0069609954755010224
camera0_16_image000091,0.0,0.0,0.0,0.007621051862979449,0.01864472610218087,0.008172378650389785
camera0_16_image000121,0.0,0.07938940722078883,0.09706842765036253,0.10033611003373492,0.06034679860862138,0.08651602900363864
camera0_16_image000131,0.0,0.0,0.059164534925742245,0.09437962379068845,0.07694516705350357,0.07577691194694641
camera0_16_image000141,0.0,0.0,0.0,0.018609675588163073,0.0634512536346739,0.02448198729630466
camera0_16_image000151,0.0,0.0,0.0034582445312742517,0.05827535073309277,0.07274026212908409,0.0456435135168677
camera0_16_image000161,0.0,0.0,0.0064660432609268586,0.09352386628984403,0.07043369447269085,0.061766690083141874
camera0_16_image000171,0.0,0.0,0.0012814289959935236,0.09184121685119921,0.07756177559350742,0.061623548490418616
camera0_16_image000181,0.0,0.0,8.767943207648304e-05,0.0377950775080609,0.04791453708471898,0.02929913840608492
camera0_16_image000191,0.0,0.0,0.003903157799728736,0.0493489948456451,0.06791380291045485,0.04046839284150765
camera0_16_image000201,0.0,0.05132217628723624,0.03572396227102284,0.04494145681320313,0.07196854892292377,0.0490537194349269
camera0_16_image000211,0.0,0.0018790958062193917,0.02469006186064312,0.06066348625084662,0.08333545124490317,0.05431540894346546
camera0_16_image000221,0.0,0.028441711689390612,0.08132647491295728,0.07549853411986081,0.089917670605193,0.07680009281482102
camera0_16_image000231,0.0,0.0,0.07481558923168345,0.06815189223944088,0.08331646124591914,0.06902118625894572
camera0_16_image000241,0.0,0.0,0.025875730335474908,0.05803368425899811,0.08834996963545129,0.05457039358676089
camera0_16_image000251,0.0,0.0,0.03575198832590731,0.0825056287461418,0.09737421643612132,0.07021745900820464
camera0_16_image000261,0.0,0.01248970875502672,0.023701568909288172,0.05330134560027458,0.076280259144834,0.049445010307977384
camera0_16_image000271,0.0,0.0,0.0,0.0014743375547081007,0.04501649743240218,0.012037955815877851
camera0_16_image000281,0.0,0.0,0.0,0.0015081229247484527,0.042598521050977396,0.011442712705940446
camera0_16_image000291,0.0,0.0,0.0,0.008005942861842648,0.049196058424165016,0.016062312014010392
camera0_16_image000301,0.0,0.0,0.0,0.00014024139808646146,0.06349838308562196,0.016098691313681048
camera0_16_image000321,0.0,0.0,0.0,0.0,0.07407533065459014,0.018705891579441768
camera0_16_image000331,0.0,0.0,0.0,0.0,0.07788404038264486,0.019667686965314162
camera0_16_image000341,0.0,0.0,0.0,0.0,0.08014647029526119,0.020239007650318278
camera0_16_image000351,0.0,0.0,0.0,3.4305381906594895e-05,0.08094968620740706,0.0204574333067773
camera0_16_image000361,0.0,0.0,0.0,0.000610355079094327,0.08892624260525184,0.022733555996873916
camera0_16_image000371,0.0,0.0,0.0,0.0,0.08890837022348749,0.022451608642294597
camera0_16_image000381,0.0,0.0,0.0,0.0,0.08223009426908896,0.020765175320476805
camera0_16_image000391,0.0,0.0,0.0,0.0,0.07234288949245496,0.018268406437488442
camera0_16_image000401,0.0,0.0,0.0,0.0,0.07689211612394964,0.019417201041401228
camera0_16_image000411,0.0,0.0,0.0,0.00018979837528794785,0.09749964075770236,0.02470739339222719
camera0_16_image000421,0.0,0.0,0.0,0.004923264481593702,0.10574425905069292,0.028940943211505157
camera0_16_image000431,0.0,0.0,0.0,0.008281813920229236,0.10357834596581286,0.029920608843996034
camera0_16_image000441,0.0,0.0,0.0,0.0025403922379288475,0.1023902897371762,0.027010857516527036
camera0_16_image000451,0.0,0.0,0.0,0.002326818414759649,0.10280676057622737,0.027018947909796382
camera0_16_image000461,0.0,0.0,0.0,0.014433892857798626,0.10540896855341707,0.03317928679228618
camera0_16_image000471,0.0,1.838483773622572e-05,0.00023980751874703426,0.01854121967354924,0.11202171702826061,0.03677147688846278
camera0_16_image000481,0.0,0.008382142304879343,0.01553334069052024,0.04104505832519666,0.12058190958498892,0.053018133031991745
camera0_16_image000500,0.004491249974027173,0.20947021857144862,0.22031045171259847,0.16005158770341793,0.13133400117600771,0.16559853659703916
camera0_17_image000001,0.0,0.0009713765982561977,0.006710486143229075,0.08536294636182021,0.10218624618498913,0.0661752108466806
camera0_17_image000011,0.0,0.0006807577554934536,0.0915310482054973,0.18011063762229176,0.13564303539784764,0.13695521790376358
camera0_17_image000021,0.0,0.00335091970083074,0.17672170913350965,0.19625572557218204,0.11870742698432049,0.15950011029811867
camera0_17_image000031,0.0,0.0,0.07851431206942219,0.16428676543084816,0.08841640771033342,0.11484733998695341
camera0_17_image000041,0.0,0.0,0.0763502907605725,0.1660770144901026,0.08573536679490956,0.11449223600040528
camera0_17_image000051,0.0,0.0,0.1911040057439172,0.21064043255971682,0.1126098518793511,0.16761521102433338
camera0_17_image000061,0.0,0.09073022929890782,0.22416885747628237,0.1967986782825192,0.13827638989724067,0.17944379389096607
camera0_17_image000071,0.0,0.0007472957974846128,0.05332275716297092,0.09220008590097448,0.1123456695109429,0.08243202495528149
camera0_17_image000081,0.0,0.017945292051817247,0.03961163308323102,0.06729252899103974,0.086254205062216,0.06218721706826265
